TEXT,GENERAL TAG,SPECIFIC TAG,CATEGORIES,PHRASES
@WeszloCom ciekawe czemu o Cierzniaku tak nie pisaliście który co zmienia klub to zmienia zdanie.A Pinokio to chyba ksywa @vukopfc ?,0,0,,
"@R_A_Ziemkiewicz Faszyzujący ultrasie, jak tam sprawa z koroną?",1,2,atk,faszyzujący ultrasie
@matysiakd @WojtowiczG parę lat temu Wisła się długo o niego starała,0,0,,
@pulkownikWareda @wislaportal Bez przesady 😂 wystarczy przeglądnąć instagrama żeby zobaczyć że ma chłopaka :),0,0,,
@JaNeK_4 Hajto dostał na tacy zespół z ekstraklasy tylko za nazwisko i sobie nie poradził i nie dziwie się że nikt go już nie chce zatrudnić,0,0,,
@Gasiuk_Pihowicz Już wydrukowałam listę posłów .N\nTeraz idę do sklepu po farby.,0,0,,
RT @Sasi_z_lasu: @Gasiuk_Pihowicz Już wydrukowałam listę posłów .N\nTeraz idę do sklepu po farby.,0,0,,
Najlepiej to się umówić na 3:3 i oszczędzać siły na trzecią kolejkę 😂,0,0,,
@cwiakala a co to jest Nijmegen ?,0,0,,
@pisorgpl @MorawieckiM I stwierdziliście że trzeba je przywłaszczyć,0,0,,
@PKamieniecki @BergNieWracaj a kasa za Jędrzejczyka nie idzie do Krasnodaru ?,0,0,,
"@JOlkiewicz A na weszło kiedy tekst o tym, że nie wolno zawodników zsyłać do rezerw ?",0,0,,
@MSWiA_GOV_PL @szefernaker Będzie szachermaherowe przygotowanie do kręcenia lodów w samorządach,0,0,,
"@tvp_info @MosinskiJan @trzaskowski_ Mosiński, nie każdy jest takim debilem jak ty. Większość rozumie to co powiedział @trzaskowski_",1,2,szy,
@hanejko_p Akurat połączenie śmieciarka i śmierć kojarzy mi się z drugą stroną błoń,0,0,,
@barbaraanowacka To proszę pokazać mi tą edukację jaką Pani dotychczas przeprowadziła.,0,0,,
@Wychowany_na_X A skąd on wie jak to jest jak spocony murzyn gwałci ? 🤔,0,0,,
@C3krk @PolskaPilka24 pomylili linka.Ale we właściwym napisali że nie wiadomo czy Głowa przedłuży kontrakt haha nie warto czytać tej strony,0,0,,
"o ja wale, otworzyłam sama słoik no i po co mi facet ;')",0,0,,
@KOCUR_KRAKOW Bier bety i na warstat a jak nie to niech bierze bety i wypierdala ;-),0,0,,
"@Piekne90 Czuję, że na kolejnych derbach będzie nowa przyśpiewka 😂",0,0,,
@MaciekSerdak @PiotrKoszecki dobrze że GKS nie gra w ekstraklasie bo zapewne Stilić wolałby tam grać,0,0,,
@darkdragon3333 @MSkarga A niby z jakiego powodu? Żeby mogła sprawować swój urząd? Chyba żart!,0,0,,
"imagine, mieszkać w drewnianym domku i w lesie",0,0,,
@PawelMachitko @Transferyinfo Jakie problemy z FB? Czyżby ścięło zasięg linków o mniej więcej 2/3? 😜,0,0,,
@MalgorzataW5 A tego już nie powiedziała😀😀😀.Ale pozwoliła dobie zwracać się do niego po imieniu😀😀😀.Z uwagi na te tańce😀😀😀😀,0,0,,
"@B_Maniek @Mietczynski Z drugiej strony Grosik nie wraca do obrony, a to przy prawej stronie Kolumbii może się źle skończyć.",0,0,,
@MarcinhoSE7EN @TDanisz  @homa_marek @RafaSzlaga  nie ma felietonów i nie wiem przez to co się w lidze dzieje bo już nie oglądam :),0,0,,
@Kasiek_KK @MCH_1906 Ej no zasłużył sobie! :D,0,0,,
"@ABG_Wlkp @DamianDukat Wolę jeszcze poczekać z tą pewnością co do tego. Później możliwe, że będą kazać innym sektorom się jednoczyć.",0,0,,
@mzietara7 nie lubię Torunia więc mi ten transfer pasuje :),0,0,,
"@smok05 Jesteś tak spięty, rów mentalnościowy miedzy nami, luzuj kolego",0,0,,
@Kasiek_KK @mar_titak @aneta_doro Załatwcie SingStara na Ps4 i zapraszam do siebie 😂,0,0,,
"@s_staszewski @KatherineAFC A jak tam u ciebie ? Bo widzę, że cały czas tylko Czerczesow i Czerczesow 😂",0,0,,
@hennigkloska @Nowoczesna I bardzo dobrze. Wybraliście sobie PiS to.macie co chcieliście.,0,0,,
@MalgorzataW5 Powiedzmy bez niepotrzebnych ceregieli: na Bałucki 😁😀😀😀,0,0,,
@cruciocas Kiedy naoglądałam się Sabriny i myślałam że to Salem,0,0,,
"@mhorala @dudzinski_marek Widzę, że zainteresowanie gigantyczne 😂😂",0,0,,
@MKS_Polkowice O nowa flaga :) W waszym wypadku nie można mówić o przywiązaniu do barw klubowych.,0,0,,
"@Commentator_PL @niegrzeczny_zen @czlowiek_bobr A wy  zagospodarujecie resztki,  tzw obiad na cały tydzień",0,0,,
"@Kardon1986_2 @Jagiellonia1920 @ViitorulFC Od Rumunów zawsze w łeb, więc się nie nastawiam :D",0,0,,
@MatkaPolka_ W masochistkę też nie wierzę😁😁😁😁,0,0,,
@L_Szpyrka A jak było 6 to coś pisałeś ? Innym klubom też wyliczasz ?,0,0,,
"@R_A_Ziemkiewicz Ty parchu, jeszcze to odszczekasz parchu",1,2,"atk, atk",parchu
@cwiakala Czyli niestety prędzej czy później się rozleci.,0,0,,
"@MikiWrobelek_ Weź się opanuj, takie debilizmy tylko mu pomagają",0,0,,
Tymczasem jak mi donoszą wiewiórki z Karpacza w Western City od wczoraj trwa gorączkowe poszukiwanie kamer i mikrofonów,0,0,,
RT @cezarygmyz: Tymczasem jak mi donoszą wiewiórki z Karpacza w Western City od wczoraj trwa gorączkowe poszukiwanie kamer i mikrofonów,0,0,,
@K_Stanowski od kilku lat tak mówicie,0,0,,
"@R_A_Ziemkiewicz @TVRepublikapl Czlowiek przez ciebie z pracy zrezygnował, pomyśl, może jest coś na rzeczy",0,0,,
@troIoIoIo Właśnie robię jajecznicę na boczku z pięciu jaj i popijam piwkiem,0,0,,
"@maciejluczak @januszewski_m Kurczę, Maciek, VAR nie jest od tego, żeby główny sobie sprawdzał, jak ma wątpliwości.",0,0,,
"@DawidWildstein Z wypadku zrobiono morderstwo, z morderstwa zrobiono kult, z kultu zrobiono religię",0,0,,
"@slepson91 Zaczyna się jaranko, a skończy się Hugillami :D",0,0,,
@wesoly Przecież to na jedno wychodzi,0,0,,
@Jootpe a jakie miał wyniki w poprzednich klubach ? Chujowe.A kogo sprowadzał ? Szrot i swoich ulubieńców.A styl ? Długie piłki,0,0,,
"@sierpowy7 @gpuzon Są i będą testy, ale myślę, że z większością się pożegnamy na stałe, a nieliczni będą na wypożyczeniu.",0,0,,
"@RazorVegas ci, którzy nie są na kadrze, wracają 11 czerwca, czyli będą mieli w sumie 3 tygodnie urlopu.",0,0,,
"@chandlersdance Nie wiem nie wiem, po ile są? Co zostało?",0,0,,
Joanna Scheuring-Wielgus przeciwko ustawie upamiętniającej Polaków ratujących Żydów\nhttps://t.co/79B2cSfQcy\n#wieszwiecej,0,0,,
RT @tvp_info: Joanna Scheuring-Wielgus przeciwko ustawie upamiętniającej Polaków ratujących Żydów\nhttps://t.co/79B2cSfQcy\n#wieszwiecej,0,0,,
DOSTAŁAM NOTATKI Z RADIOWEJ HARYJSHZFN,0,0,,
"@nopawel Trener nie wykluczał wczoraj jego występu, więc co w tym dziwnego, że jest w Białym?",0,0,,
@s_staszewski @HubertChoody @DJuszczyk Skoro lepiej przemilczeć to po co o tym piszesz ?,0,0,,
"@Benjamin_Ole każdy może, mam otwartą skrzynkę :-)",0,0,,
@pikus_pol @urwis1977 Kurde! Ja też się wzruszyłem😁😁😁,0,0,,
"@BratWodza Jak najszybciej ,należy zdrajcow, konfidentów i szmalcowników, pozbawić obywatelstwa polskiego.",0,0,,
"RT @KulasJozef: @BratWodza Jak najszybciej ,należy zdrajcow, konfidentów i szmalcowników, pozbawić obywatelstwa polskiego.",0,0,,
"Jarosław Kaczyński nie spotyka się z protestującymi, bo nie zmieści się cała jego ochrona w Sejmie #Niewykluczone",0,0,,
"RT @pola_mm: Jarosław Kaczyński nie spotyka się z protestującymi, bo nie zmieści się cała jego ochrona w Sejmie #Niewykluczone",0,0,,
@DolinaRoztoki Wydatki ze wszystki kart w 2015 r 2 mln 400. Mistrz @Macierewicz_A #szacunek,0,0,,
@MateuszKaro @Lukaszsleszynsk Piwiedz to Carrillo.Mitrović i Cywka to większe kozaki i przyszłość Wisły 😂,0,0,,
@frondapl Mocno to on się gdzieś walnął w łeb,0,0,,
Zrobiłyśmy z psiapsi sobie matching tattoos z monte Xd,0,0,,
"@pisorgpl @MRPiPS_GOV_PL @KMichalkiewicz Ty pieprzony kłamco, takie teksty to moherom u Rydzyka.",1,2,"atk, atk","pieprzony kłamco, pieprzony kłamco"
"@ViciuFulik Pewnie odurza sié klejem gdzieś na dworcu, znaczy ma się bardzo dobrze",0,0,,
@SadykPasza Niewydaje mi się żeby zszedł z kontraktu ważnego od tak ale po wygaśnięciu czemu nie,0,0,,
Jak można tak nie mieć honoru @jakubiak_marek?,0,0,,
@gozdecki_michal @CANALPLUS_SPORT z tego co kojarze to Arajuuri nie jest bramkarzem,0,0,,
@cookiesfrommilk O no to ja mam taki sam tylko z 2006 i bym się załamała jakby nagle zaczął mi palić tyle co Twój 😣,0,0,,
@JustaBlaszczyk to tak jak było z Allie i Sloot u nas :),0,0,,
@MCH_1906 A kogo byś chciał ? :),0,0,,
@MateuszWojciec9 @polsatsport Prawa do IV rundy el. Ligi Europy nie są scentralizowane,0,0,,
@JustaBlaszczyk MP coraz bliżej?  wcześniej Artego miało małe szanse na mistrza wg mnie i zatrudnienie Katki raczej niczego nie zmienia :),0,0,,
@JustaBlaszczyk nawet nie wiedziałem :D jeśli mój komentarz jest hejtem to nie mam pytań.,0,0,,
"@tvp_info Problem Lisiewicza polega na tym, że On nigdy nie stworzy żadnej potęgi, a intelektualnej zwłaszcza.",0,0,,
"@cwiakala Wynik wynikiem, niech tu się bez kontuzji skończy.",0,0,,
@RadiowaJedynka @SasinJacek @SchetynadlaPO To był marsz hańby. Duda i Morawiecki przewodniczyli neofaszystom i wplątali w to wojsko.,1,2,plo,
@kingjacobxx69 @signofstars A to jest jakiś youtuber? I dzwonił pod nie 🤭,0,0,,
"Polacy powinni teraz zrozumieć, dlaczego tak ważne są Wybory Samorządowe. Od dołu należy wyczyścić Polskę z resztek komunizmu. #Woronicza17",0,0,,
"RT @starza11: Polacy powinni teraz zrozumieć, dlaczego tak ważne są Wybory Samorządowe. Od dołu należy wyczyścić Polskę z resztek komunizmu…",0,0,,
@SportowyMagazyn śmieszny pseudodziennikarzyna to pisał.Porównaj sobie ile minut młodzi grali w Wiśle a ile w Legii 1/2,0,0,,
@PiotrWolosik A o Sadloku już coś wiadomo ?,0,0,,
Czy mogę dostać już okres dzięki,0,0,,
TVN telewizja Mam propozycję pana prezesa Kaczyńskiego Pocałujcie w Dupę!!!!!🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔪🔫🐷🐷🐷🐷🐷🐷🐷😜🔫🐑🐑🐑🐑🐑🐑🐑🔫🐙🐙🐙🐙🐙🔪😂😂😂🙌🙌😜😛😁👎,0,0,,
RT @salamonadam1: TVN telewizja Mam propozycję pana prezesa Kaczyńskiego Pocałujcie w Dupę!!!!!🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔯🔪🔫🐷🐷🐷🐷🐷🐷🐷😜🔫🐑🐑🐑🐑🐑🐑🐑🔫🐙🐙🐙🐙🐙🔪😂😂😂🙌🙌😜😛…,0,0,,
"@SzJadczak @Inferno889 @AdamDawidziuk Chłopie skończ, bo matka się ciebie wstydzi.",0,0,,
@TDanisz po wpisach widze że wy też coś dzisiaj straciliście :) czas :),0,0,,
@knuram @Wixi93 Var ok jak by legi niebylo w lidze,0,0,,
@ZbigSiedlewski @a_hrechorowicz Nie jadła od 3 tygodni. Czy tam 3 godzin.,0,0,,
"@marianapiorkows @ElaKonAna Nie ma kasy, poszła na wypad do Australii i Irlandii.",0,0,,
"@PiotrGlinski Jak to powiedział klasyk? \""Jak się widzi taką sztukę to trudno zachować kulturę\""",0,0,,
"@tomekpasieczny @mbork88 @GolaBartek Piątek, Kubicki i Hladun na pewno",0,0,,
@ArturRodawski Ale o łańcuch to ty dbaj,0,0,,
"@KWyszkowski Chłopie, odpocznij. A może masz niedotleniony mózg bo Ci napletek skronie zbyt mocno uciska?",1,1,szy,
@MaciejIwanowski @andrzejakub Masz wielkie turnieje co drugi rok. Na dokładnie to samo by wyszło.,0,0,,
"@typicalpolish Jestem, ale nie tam, gdzie mógłbym być.",0,0,,
@niegrzeczny_zen @Marcin_Celinski Po chuj z takim zjebem gadać?,0,0,wul,"chuj, zjebem"
WSZYSTKO MNIE WKURWIA BEZ KIJA NIE PODCHODŹCIE DSGfjf,0,0,,
@michalrachon @ewa_stankiewicz Zajęliście sobie już kolejkę do psychiatry? Weźcie ze sobą świra Antosia.,0,0,,
@tvp_info Jasne. A Szyszko wydaje zezwolenia,0,0,,
@sportmar_mario Drużyna korzysta na tym nagminnie a inne drużyny okazjonalnie,0,0,,
"@ArekCz @p_kasiura VAR nie powinien być nigdy, gdy jest kontrowersja.",0,0,,
@carwinek a ja mam prawo zwrócić uwage że to nie tylko o osiągnięcia chodzi bo wtedy np Sebastian Kawa powinien co roku być na podium,0,0,,
"@MCH_1906 Tym bardziej, że był ewidentny spalony przy sytuacji gdzie chcieli karnego 😂",0,0,,
@wjagoda07 Zieliński gra jako jeden z trójki napastników.,0,0,,
@przeglad ale spoko.Pewnie byliście zajęci Cierzniakiem i szukaliście odpowiedzi na to czy w ekstraklasie jest miejsce dla Wisły.,0,0,,
@mariusz_spyra za to Ty jesteś wszechwiedzący,0,0,,
"Poseł Brejza ma gówniany problem. Należy do göwnianej opozycji.  Więc gówniany domek mu podpalili. A mówią, że z gówna bata nie ukręcisz😁😁",0,0,,
@eclipseofmysoul Awwwww to takie milutkie :( tyle komplementów od ciebie w jeden dzień 😇😇 powiedz mi coś o sobie,0,0,,
70 tyś nagrody :500+ = 140 :12= 12 lat pobierania 500+,0,0,,
@ArtTrzaska @RobertBonkowski @polsatsport Nie sądzę. Domyslam sie ze chodzi o oddzielne ppv z meczu.,0,0,,
@MichalMichalak Prosimy o więcej szczegółów. 😂,0,0,,
"@tvn24 @jbrudzinski Najlepiej się nie odzywajcie, żeby być na dnie trzeba coś znaczyć a Wy ! Pukacie od spodu. Masakra, jesteście okropni ❗️",0,0,,
"RT @CherubinDawid: @tvn24 @jbrudzinski Najlepiej się nie odzywajcie, żeby być na dnie trzeba coś znaczyć a Wy ! Pukacie od spodu. Masakra,…",0,0,,
Sprawdzam ten status dokumentu jak jakaś chora psychicznie,0,0,,
@sjastrzebowski Obiektywnie rzecz biorąc to było skierowane tylko do ciebie,0,0,,
Szłapka opluwa marszałka Karczewskiego.Bezczelność tego młokosa przekracza  wszelkie granice.,0,0,,
RT @dabakuzu: Szłapka opluwa marszałka Karczewskiego.Bezczelność tego młokosa przekracza  wszelkie granice.,0,0,,
@adorableshai No bo jutro wyjeżdżam do siebie a on robi takie dobre jedzonko zawsze i ja tak nie umiem........,0,0,,
@maciek90legia @kentucku @K_Stanowski Jak będzie grał jeszcze lepiej i dostanie oferty z lepszych klubów to znowu go ucho zaboli :),0,0,,
"@bieberakamuffin Ja się chyba zdecyduje na citroena c3 😂 ten jest fajny, duży w miarę",0,0,,
@pisorgpl @TomaszPoreba @siodma9_pl Bicie i gwałcenie żony przez radnego PiS nazywasz nadużyciem?\nTo zbrodnia Panie Poręba.,0,0,,
RT @twittTM: @pisorgpl @TomaszPoreba @siodma9_pl Bicie i gwałcenie żony przez radnego PiS nazywasz nadużyciem?\nTo zbrodnia Panie Poręba.,0,0,,
"@_Piotr77dM Nie. On zawsze dużo biega, nie zawsze mądrze. Czasem przez to czegoś zabraknie.",0,0,,
"@PogonSzczecin Sorry Pogoń, trzech Waszych w moim @UstawLige zostało.",0,0,,
Marco Paixao:\nNajwięcej goli w lidze - przeciwko Jagiellonii (9)\nFlavio Paixao:\nNajwięcej goli w lidze - przeciwko Jagiellonii (6),0,0,,
Chyba mam z kim iść na ten czwartek social mediów 😊😊,0,0,,
"@bweglarczyk @EUntefuhrer @KamilDziubka za ileś lat zmienisz zdanie, jak będziesz starszy i mądrzejszy",0,0,,
"kto  chce mi polajkować ostatnie zdjęcie na insta? odwdzięcze się, może być też f4f bo mój instagram umarł ;(",0,0,,
@MateuszMiga @bigiTSW @magru89 @Bogo136 @arturo0955 to poznam te przykłady skoro były takie częste ? Bo ja o żadnym nie słyszałem,0,0,,
@Piechocinski Ale też piszą w prasie że Kruk chce odkupić wszystkie długi i będzie na spłatę?,0,0,,
@KamillKania Przy bramce się nie popisał.,0,0,,
@arturo0955 @D_mca1 @WislaKrakowSA no to jak zaprezentują sponsora to wtedy można gratulować zarządowi,0,0,,
"@Barbara96913515 Polsat boi się popka,  nikt nie chce z nim tańczyć",0,0,,
"@PerryMasson2 @AlicjaRoslan Wybaczcie, ale odłączam się od rozmowy, gdzie zły wynik tłumaczy się brakiem chęci. :)",0,0,,
@anatomiczna Z muchą to ten w środku ;-),0,0,,
@Tessi777 @MJ_Surowy @Janusz1967 Okupantem bym ich nie nazwał. Ale pasożytami jak najbardziej.,0,0,,
@UberWestHam @slepson91 To by było za dobre. I jeszcze moja koszulka byłaby ponownie aktualna 😁,0,0,,
@Kasiek_KK @mar_titak Bo miałem na to ochotę ?,0,0,,
jakis chlopak w klasie:a-\nwszystkie dziewczyny:ahahahahhaaHahahahahahahHAHAHAHAHHAHAHAHAHAH,0,0,,
RT @ilyqubax: jakis chlopak w klasie:a-\nwszystkie dziewczyny:ahahahahhaaHahahahahahahHAHAHAHAHHAHAHAHAHAH,0,0,,
"@troIoIoIo Wszystko plus otyłość, bajpasy i proteza biodra",0,0,,
"@tomekrog85 Ja też też, ale byłem ciekaw opini o mi6",0,0,,
"Marcel idziemy na bodźca, będziemy ładniejsi, może wyrwiemy jakaś lekareczkę",0,0,,
"@PanWaldemar Nie ważne, ważne jest łamanie konstytucji. Koniec kropka. Robią też dobre rzeczy",0,0,,
"@Kardon1986_2 U Neymara też był kontakt. Tam symulka, tu taka sama. Poczuł kontakt i nie wiedział, w którą stronę ma się przewrócić.",0,0,,
@JustaBlaszczyk aha.To dopisz mnie do tej listy.,0,0,,
@R_A_Ziemkiewicz 100 % i wiecej nie  pierdol,0,0,,
@lis_tomasz Borys Dupka i Lisek sami po 5 tysięcy egzemplarzy kupili dla statystyk😂,0,0,,
RT @przemeklemann: @lis_tomasz Borys Dupka i Lisek sami po 5 tysięcy egzemplarzy kupili dla statystyk😂,0,0,,
"@PawelGrzembka @bfaliszek Ja oglądam seriale, ake nie powiem",0,0,,
@Klyn_Komar Gratuluję awansu Panie Dyrektorze! 😄 #ZielonaGóra,0,0,,
@rafalzochowski @Bjank @K_Stanowski to sobie zobacz faul Grodzickiego na Guerrierze.Ktoś płakał ?,0,0,,
"Nie uzna gola. Robben był kilka metrów w polu karnym, wypracował sobie dużą przewagę do dobitki.",0,0,,
@a_hrechorowicz @AleksandraDyjak Sama przyjemność pracować z profesjonalistami 😎,0,0,,
"@MJuvonen @radiobialystok Z tego co wiem, to tak.",0,0,,
@Bartolino78 @JustaBlaszczyk nic takiego nie napisał że chce żeby Artego nie wystartowało,0,0,,
@PiotrWolosik @julsiemion W razie czego dokopią się do tego Euro 2004 😁,0,0,,
@MichalMichalak @hanejko_p pomyliło Ci się z @Kasiek_KK :),0,0,,
@prezydentpl @AndrzejDuda @pwg2019 Szczególnie możemy być dumni z idioty prezydenta uzależnionego od starego frustrata z kotem.,1,2,,
"@januszewski_m A kto wziął tych, co na kacu trenują? 😛",0,0,,
Wszyscy co głosują na PiS nie pili plynu Lugola po katastrofie w Czarnobylu,0,0,,
"@pisorgpl @MorawieckiM Rozumiem, że na dziś część Polski jest dróg pozbawiona?",0,0,,
@Gasiuk_Pihowicz Ja bym dodał jeszcze obowoązkowe lekcje historii dla członków Nowoczesnej.,0,0,,
RT @MlynarzWiktor: @Gasiuk_Pihowicz Ja bym dodał jeszcze obowoązkowe lekcje historii dla członków Nowoczesnej.,0,0,,
"@hanejko_p @Inferno889 No sorry, ale jak sam sobie wkładasz patyk między szprychy to nigdzie nie pojedziesz.",0,0,,
"Celiński we wpisie chuj użył. Babsko Pawłowicz w twarz obraża. Kiedy w końcu ktoś się odwinie.  Pisdzielstwo może,  nie da się inaczej",0,0,,
@daria_utf Wislak Pawełek wam pomógł ;-),0,0,,
"@szczursonJ @wizzair Kilka na pewno, ale nie rzucają się w oczy na lotnisku.",0,0,,
@MarcinhoSE7EN @RafaSzlaga @lempski91 @futsalpl zobaczymy co da się zrobić :) najpierw musze je naostrzyć :),0,0,,
"@TJaskola O jakiś ty grzeczny i ułożony, popraw krawacik  i włoski",0,0,,
"@HeelPiTeRo W trakcie meczu, będąc na murawie, sprawdzałeś Twittera? 😜",0,0,,
10 tysięcy miejsc zajętych na mecz z @KAAGent. Tylko dziś zaraz przekroczymy 1000 sprzedanych biletów.,0,0,,
Kolano mnie boli starość nie radość,0,0,,
"@MSWiA_GOV_PL @szefernaker Szachermacher to sie Nawet na sołtysa nie nadaje, bo to ludzie inteligentni i na poziomie.",0,0,,
"Gdy pomyślisz partia, pomyślisz Lenin, gdy pomyślisz Lenin pomyślisz Tusk.",0,0,,
@sjastrzebowski Renevagia na odbyt od kulek gejszy,0,0,,
@adorableshai Ja zawsze mam taki problem xd,0,0,,
"Wszystko co maszeruje równo, jest równo ubrane i ma rasistowskie hasła won",0,0,,
@AdamSternal No cóż. Każda okazja jest dobra żeby pokazać swoją dezaprobatę dla tego zbrodniczego Pisu 😁😁😁,0,0,,
"@EKaminski84 Masz, żeby nie było, że bez lajka 😄",0,0,,
@TomaszSkory To jest tak oczywiste że wstyd dać lajka,0,0,,
"@sirtimon90 @MateuszMiga Dobra, ale jak pomocnicy są tu, gdzie są, to gdzie lewoskrzydlowy?",0,0,,
"@jajacek63 @smok05 Duchem wielki, ciałem mały, niech nam żyje prezes, niech nam żyje dobra władza",0,0,,
@JustaBlaszczyk nie rozumie tego ale to wasze sprawy więc nie ciągne tematu,0,0,,
@MichalSzczerba To musi być miło utopić się we własnej wazelinie.,1,2,szy,
"@S_Wikariak hahaha. No tak, przy Leo mój bardziej przypomina chomika niż psa.",0,0,,
"Czaicie, że zapomniałam hasła do poczty do tego stopnia, że muszę zadzwonić na infolinię, żeby mi konto odblokowali XD",0,0,,
"@RobertBlaszczak Nie mogła być, jak nas 4:0 odprawiła w drugim meczu :D",0,0,,
@mzietara7 nie znam jej to sie nie wypowiadam :) ale może jesteś uprzedzona ?:p,0,0,,
Spadam kulami gradu\nTopnieje u twych stóp,0,0,,
@GrzeLow @MateuszKaro A co? Wszystko musi iść najpierw do zaakceptowania przez dziennikarzy?,0,0,,
@KWyszkowski Biedny sfrustrowany pajacu. Pora się wyspowiadać i z ludźmi pojednać.,0,0,,
"Współlokatorka mnie obudziła o przed siódmą, czy to jest w ogóle legalne!?",0,0,,
@BoniekZibi Gospodarz ponosi winę za normy stadionu wiec skoro jednych honorujemy za skrojenie flagi to wszystkich trzeba ;-),0,0,,
"@lis_tomasz Panie Lis.,z całym szacunkiem,ale pan jest coraz bardziej chory.Niech pan idzie do lekarza.😢",0,0,,
"RT @ewawieczorek11: @lis_tomasz Panie Lis.,z całym szacunkiem,ale pan jest coraz bardziej chory.Niech pan idzie do lekarza.😢",0,0,,
@OneHoeDown @ZelekZyzynski Takie kłamstwo idzie zrozumieć 😉,0,0,,
"@chandlersdance Nie, ale dostałam starter ze zniżkami XDDD",0,0,,
jutro spędzę cały dzień z H,0,0,,
Gdzie jesteś Polska @jakubiak_marek @Andruszkiewicz1 @R_A_Ziemkiewicz ? Wasz poziom to poziom szamba,1,2,szy,
"@Jurasmma A co to sport tylko dla wybranych, że chcesz żeby mu się odechciało ?",0,0,,
To jest William ze skam jak coś,0,0,,
@mbork88 Siatkówka nigdy hajsem niedorowna nożnej bo stadionów na 20 tys kibiców mamy mnóstwo a hal na 20 tys mamy ile?,0,0,,
@MalgorzataW5 W tym wypadku byłbym bardziej powsciagliwy. Poczekajmy jeszcze trochę,0,0,,
NIENAWIDZĘ dostawać emoji buziaków no po prostu xdddddd,0,0,,
@MaciejSypula Ale nie strzelał goli 🙃,0,0,,
@GiertychRoman Nareszcie coś zaczyna się dziać w kwestii rozliczenia Platformersów.,0,0,,
RT @brzezoa: @GiertychRoman Nareszcie coś zaczyna się dziać w kwestii rozliczenia Platformersów.,0,0,,
@bieberakamuffin Jak poszło kochana?? Cały dzień trzymałam kciuki bo nie wiem czy mi pisałaś o której zdajesz,0,0,,
"@MichalTrelaBlog Piłka nożna dla kibiców, nie dla dziennikarzy czy trenerów",0,0,,
@ACielczyk @JustaBlaszczyk Na chroma wystarczy wtyczke zainstalować. Pare sekund i gotowe :),0,0,,
@daria_utf Dobra idę juz spać powodzenia o vice ci życzę bo mistrz wiesz ze do nas należy,0,0,,
@and_klemba @P_Armatys @WislaKrakowSA a my możemy cię uważać za pseudodziennikarza,0,0,,
"@kibic_999 @kubacimoszko Tak, tak to zazwyczaj wygląda, gdy jacyś mlodzi zawodnicy na co dzień z jedynką trenują. I to nie jest odkrycie.",0,0,,
@StarlightMaddie zespół LANY. grają 20 lutego😂,0,0,,
"@sirtimon90 Nie posądzaj Hajty o to, że wie, kto to był Dennis Wise.",0,0,,
@pulkownikWareda @ZetWuuEee pewnie nie chce sprzedawać i nie ma też przyzwoitych ofert,0,0,,
@JustaBlaszczyk ja polecam mecz Legii :) 0-2 :),0,0,,
@Aleksandra_x96 @hubert_cieslak I bardzo dobrze. Jak im spuszczą manto to policjanci dowiedzą się jaka jest ich rola.,0,0,,
@adorableshai Ja się jeszcze zastanawiam czy manualna czy automat 😩,0,0,,
@ZelekZyzynski Zelek a ty ligi plus ekstra nieogladasz?  tylko siatkówkę?  Ja też dzisiaj wybrałem ta opcje,0,0,,
@R_A_Ziemkiewicz Do burdelu za swoje pieniądze,0,0,,
@Kardon1986_2 @PiotrWolosik @TuszynskiPatryk U nas grał od stopera do ofensywnego pomocnika :),0,0,,
@S_Wikariak Kiedyś u mnie byłeś na urodziny. Dostałam piękny ekspres do kawy. #Pamiętam! ;-),0,0,,
"@K_Stanowski podziwiasz bo nie wiesz co to znaczy być z klubem na dobre i na złe.Łatwiej \""kibicować\"" Barcelonie.",0,0,,
"@PiotrKoszecki @RobertBonkowski A potem zaskoczenie, że ludzie zdezorientowani i kończą ostatecznie na pirackich streamach.",0,0,,
"Bo wie już to kraina ta, kwa kwa kwa gazeta zła i gęgęgę zły tvn",0,0,,
@KWyszkowski Moje gratulacje. Ciekawe rocznice Pan świętuje i fajnych kolegów Pan wspomina.,0,0,,
"Mam nadzieje, że zrobią drugi sezon no nie?? Ktoś coś wie??",0,0,,
"\""Eärendil z Gondoliny był moim ojcem, matką Elwinga, córka Diora, a wnuczka Lúthien z Doriath. Zaś Elendil, Isildur i Anárion...\"". #tired",0,0,,
@pisorgpl @beatamk Nic nie zostało zwrócone. Ukradliście publiczne pieniądze i przekazaliście niewiadomo komu. Komornik was dostanie.,0,0,,
Pisdzielstwo jest tak przybite ze  nie cieszy się z tego że Niemcy wracają z nami w jednym samolocie.,0,0,,
@OlgaTaborLeszko @pajak85 Ostatnio mam rozumiem ze to dziś było?,0,0,,
Wielki pan mandatu nie przyjął,0,0,,
Najlepiej w planowaniu urlopu idzie mi jego przekładanie.,0,0,,
"@R_A_Ziemkiewicz Napij  się wody, pij, pij, aż przestanie dzialać choroba",0,0,,
"@horanowyhugs The window, kocha lubi szanuje",0,0,,
"@TomajWolny Wspaniale się udało. Dzięki, że to zorganizowałeś 🤗👏💪",0,0,,
CO SIĘ STAŁO Z MESSENGEREM,0,0,,
@trollpasterz76 @Pazdziernikowa Wiem że musiałeś zrobić te ufff,0,0,,
